player_id,archetype
692585,4
682653,6
641943,4
668670,2
518934,0
624512,6
677347,2
692216,2
687952,6
543510,4
666211,2
670223,2
687515,2
607732,6
666163,0
663898,2
691182,0
656896,6
642180,0
669234,3
681146,2
621035,2
642215,2
592192,6
665828,0
683227,6
690924,2
665561,0
621028,6
676801,2
682988,4
645302,5
682729,3
671213,2
605361,0
680862,5
681508,3
642851,4
680737,6
701305,2
592669,3
542932,5
700246,2
669450,1
681962,0
676439,2
694388,4
686765,0
665839,3
656577,2
650559,4
608385,3
453568,0
502110,2
600869,4
672284,2
642350,2
670032,0
669304,6
571745,2
656582,3
572138,2
664913,4
686676,4
519203,6
592273,0
686823,6
650391,4
595909,4
622534,0
593160,0
672279,5
594807,2
592696,4
607680,6
608841,6
669134,0
595281,4
663527,4
660644,0
624503,6
689172,6
669222,3
608336,2
444482,0
518792,0
641432,0
660766,0
660707,4
623912,6
543257,3
518735,4
666150,6
641313,5
543685,0
656413,2
641658,5
676369,2
605113,6
624415,3
702358,5
677870,4
622761,5
608671,5
658668,0
621466,3
667452,5
641645,0
596117,0
663662,4
665506,2
666135,4
621550,2
656541,2
668832,2
572761,2
605204,2
605131,0
592178,2
571912,2
542194,4
664901,5
621512,4
665953,6
680118,5
687529,2
592200,3
683021,0
695391,3
547989,6
666464,4
643265,4
664314,2
676116,2
682868,4
656248,2
694359,2
686554,2
