season,date,pitcher,pitcher_id,throws,team,opponent,is_home,IP,K,BF,pitches,H,BB,ER,HR,opp_k_pct,opp_k_pa
2026,2026-03-29,Anthony Kay,641743,L,CWS,MIL,False,4.2,5,21,92,3,4,2,1,0.1395,86
2026,2026-04-09,Anthony Kay,641743,L,CWS,KC,False,5.2,6,24,100,3,2,0,0,0.2432,444
2026,2026-04-22,Anthony Kay,641743,L,CWS,AZ,False,3.2,1,22,92,8,3,8,2,0.2156,835
2026,2026-04-27,Anthony Kay,641743,L,CWS,LAA,True,4.0,2,22,90,7,2,4,0,0.2533,1129
2026,2026-05-03,Anthony Kay,641743,L,CWS,SD,False,5.0,5,21,86,7,1,2,2,0.2211,1194
2026,2026-05-09,Anthony Kay,641743,L,CWS,SEA,True,5.0,5,20,88,3,2,0,0,0.243,1473
2026,2026-05-14,Anthony Kay,641743,L,CWS,KC,True,6.0,4,27,97,6,2,2,0,0.2202,1612
2026,2026-05-19,Anthony Kay,641743,L,CWS,SEA,False,5.1,5,22,89,1,3,1,0,0.2381,1856
2026,2026-05-25,Anthony Kay,641743,L,CWS,MIN,True,6.0,5,24,94,5,1,1,1,0.228,2022
2026,2026-05-30,Anthony Kay,641743,L,CWS,DET,True,5.0,3,22,84,6,1,1,1,0.2289,2176
2026,2026-06-05,Anthony Kay,641743,L,CWS,PHI,False,4.0,4,21,87,7,2,6,2,0.2242,2297
2026,2026-06-12,Anthony Kay,641743,L,CWS,LAD,True,5.0,7,22,89,4,1,2,0,0.2007,2661
2025,2025-06-23,Braxton Ashcraft,677952,R,PIT,MIL,False,3.0,2,10,35,1,0,0,0,0.2168,2952
2025,2025-08-09,Braxton Ashcraft,677952,R,PIT,CIN,True,3.1,5,15,56,3,1,1,0,0.2301,4386
2025,2025-08-15,Braxton Ashcraft,677952,R,PIT,CHC,False,5.0,4,18,61,3,0,1,0,0.2028,4601
2025,2025-08-22,Braxton Ashcraft,677952,R,PIT,COL,True,5.0,6,16,65,1,1,0,0,0.2523,4700
2025,2025-08-28,Braxton Ashcraft,677952,R,PIT,STL,False,5.2,5,21,73,4,1,1,0,0.2105,5032
2025,2025-09-03,Braxton Ashcraft,677952,R,PIT,LAD,True,3.0,4,15,71,2,4,0,0,0.2207,5274
2025,2025-09-15,Braxton Ashcraft,677952,R,PIT,CHC,True,4.0,4,19,70,6,2,3,1,0.2054,5673
2025,2025-09-25,Braxton Ashcraft,677952,R,PIT,CIN,False,4.1,5,21,72,8,1,2,0,0.2321,5934
2026,2026-03-30,Braxton Ashcraft,677952,R,PIT,CIN,False,6.0,3,25,87,4,4,2,0,0.2821,117
2026,2026-04-05,Braxton Ashcraft,677952,R,PIT,BAL,True,6.0,8,21,87,4,0,1,0,0.2492,301
2026,2026-04-11,Braxton Ashcraft,677952,R,PIT,CHC,False,5.0,9,20,77,4,1,1,0,0.2209,489
2026,2026-04-16,Braxton Ashcraft,677952,R,PIT,WSH,True,5.2,7,25,90,5,2,2,0,0.2014,705
2026,2026-04-22,Braxton Ashcraft,677952,R,PIT,TEX,False,7.0,5,25,94,4,2,2,1,0.2503,875
2026,2026-04-28,Braxton Ashcraft,677952,R,PIT,STL,True,4.1,7,22,87,6,3,6,2,0.215,1079
2026,2026-05-03,Braxton Ashcraft,677952,R,PIT,CIN,True,7.2,6,27,82,4,2,0,0,0.247,1243
2026,2026-05-09,Braxton Ashcraft,677952,R,PIT,SF,False,7.0,6,26,80,6,0,1,1,0.2185,1364
2026,2026-05-15,Braxton Ashcraft,677952,R,PIT,PHI,True,6.2,5,28,100,7,0,4,1,0.2162,1656
2026,2026-05-21,Braxton Ashcraft,677952,R,PIT,STL,False,7.0,9,27,98,4,2,1,1,0.2105,1843
2026,2026-05-26,Braxton Ashcraft,677952,R,PIT,CHC,True,6.1,5,29,95,7,1,1,0,0.2107,2107
2026,2026-05-31,Braxton Ashcraft,677952,R,PIT,MIN,True,6.0,11,22,80,5,0,2,1,0.2305,2243
2026,2026-06-06,Braxton Ashcraft,677952,R,PIT,ATL,False,5.0,5,25,86,9,0,6,1,0.2054,2429
2026,2026-06-12,Braxton Ashcraft,677952,R,PIT,MIA,True,5.0,4,22,90,5,2,2,0,0.2179,2574
2024,2024-08-07,Eduardo Rodriguez,593958,L,AZ,CLE,False,5.2,1,23,65,4,2,3,2,0.1965,4142
2024,2024-08-13,Eduardo Rodriguez,593958,L,AZ,COL,True,5.0,5,22,83,6,1,3,0,0.2611,4497
2024,2024-08-20,Eduardo Rodriguez,593958,L,AZ,MIA,False,5.1,5,23,100,6,1,1,0,0.2316,4628
2024,2024-08-28,Eduardo Rodriguez,593958,L,AZ,NYM,True,5.1,5,22,89,5,1,5,1,0.2215,5065
2024,2024-09-02,Eduardo Rodriguez,593958,L,AZ,LAD,True,4.0,1,20,92,7,2,3,1,0.2179,5274
2024,2024-09-07,Eduardo Rodriguez,593958,L,AZ,HOU,False,4.0,1,23,88,7,3,4,0,0.195,5319
2024,2024-09-13,Eduardo Rodriguez,593958,L,AZ,MIL,True,5.0,7,22,90,5,3,2,1,0.2317,5571
2024,2024-09-18,Eduardo Rodriguez,593958,L,AZ,COL,False,6.1,11,25,94,5,1,2,0,0.2643,5660
2024,2024-09-23,Eduardo Rodriguez,593958,L,AZ,SF,True,4.2,8,24,103,7,3,5,3,0.2388,5834
2024,2024-09-28,Eduardo Rodriguez,593958,L,AZ,SD,True,4.2,3,20,62,4,2,0,0,0.1755,6033
2025,2025-03-30,Eduardo Rodriguez,593958,L,AZ,CHC,True,5.1,5,21,85,3,3,3,2,0.2344,192
2025,2025-04-05,Eduardo Rodriguez,593958,L,AZ,WSH,False,5.0,12,20,90,5,1,4,0,0.292,250
2025,2025-04-11,Eduardo Rodriguez,593958,L,AZ,MIL,True,6.1,3,27,95,6,2,2,0,0.2359,496
2025,2025-04-17,Eduardo Rodriguez,593958,L,AZ,MIA,False,5.1,9,28,93,10,0,1,0,0.2427,655
2025,2025-04-23,Eduardo Rodriguez,593958,L,AZ,TB,True,6.2,5,27,92,6,1,4,1,0.2161,833
2025,2025-04-29,Eduardo Rodriguez,593958,L,AZ,NYM,False,4.0,1,22,69,9,1,8,3,0.1973,1095
2025,2025-05-04,Eduardo Rodriguez,593958,L,AZ,PHI,False,5.1,10,25,101,5,4,3,1,0.2044,1262
2025,2025-05-09,Eduardo Rodriguez,593958,L,AZ,LAD,True,2.2,3,21,76,9,3,6,1,0.2234,1450
2025,2025-05-14,Eduardo Rodriguez,593958,L,AZ,SF,False,4.0,4,20,76,5,3,4,0,0.2305,1601
2025,2025-06-06,Eduardo Rodriguez,593958,L,AZ,CIN,False,5.0,3,21,72,6,0,2,1,0.2368,2365
2025,2025-06-11,Eduardo Rodriguez,593958,L,AZ,SEA,True,6.1,5,25,81,6,1,2,1,0.2328,2552
2025,2025-06-18,Eduardo Rodriguez,593958,L,AZ,TOR,False,4.2,4,23,98,6,3,1,1,0.1811,2728
2025,2025-06-23,Eduardo Rodriguez,593958,L,AZ,CWS,False,6.0,10,24,92,5,2,0,0,0.2388,2860
2025,2025-06-29,Eduardo Rodriguez,593958,L,AZ,MIA,True,5.1,6,24,108,4,3,1,0,0.2141,3088
2025,2025-07-04,Eduardo Rodriguez,593958,L,AZ,KC,True,4.1,7,26,98,12,0,8,3,0.1874,3233
2025,2025-07-10,Eduardo Rodriguez,593958,L,AZ,SD,False,4.0,3,22,87,8,2,4,2,0.1897,3422
2025,2025-07-22,Eduardo Rodriguez,593958,L,AZ,HOU,True,6.1,3,27,90,6,3,0,0,0.2105,3762
2025,2025-07-28,Eduardo Rodriguez,593958,L,AZ,DET,False,6.0,5,27,95,8,2,5,2,0.2351,4023
2025,2025-08-03,Eduardo Rodriguez,593958,L,AZ,ATH,False,5.0,5,23,92,6,3,2,0,0.2255,4274
2025,2025-08-09,Eduardo Rodriguez,593958,L,AZ,COL,True,5.1,2,27,82,6,5,5,1,0.2601,4225
2025,2025-08-14,Eduardo Rodriguez,593958,L,AZ,COL,False,7.0,6,27,93,6,1,1,1,0.2565,4409
2025,2025-08-19,Eduardo Rodriguez,593958,L,AZ,CLE,True,6.2,4,28,96,5,3,4,1,0.2213,4572
2025,2025-08-25,Eduardo Rodriguez,593958,L,AZ,MIL,False,2.1,1,14,65,6,1,5,0,0.2042,5024
2025,2025-08-30,Eduardo Rodriguez,593958,L,AZ,LAD,False,6.0,4,24,96,4,4,0,0,0.221,5163
2025,2025-09-05,Eduardo Rodriguez,593958,L,AZ,BOS,True,6.0,4,23,96,4,2,1,0,0.2302,5409
2025,2025-09-10,Eduardo Rodriguez,593958,L,AZ,SF,False,6.1,6,23,98,2,2,0,0,0.2258,5444
2025,2025-09-16,Eduardo Rodriguez,593958,L,AZ,SF,True,5.0,2,23,83,8,1,5,1,0.2267,5624
2025,2025-09-21,Eduardo Rodriguez,593958,L,AZ,PHI,True,6.0,5,27,95,6,3,0,0,0.2139,5906
2025,2025-09-27,Eduardo Rodriguez,593958,L,AZ,SD,False,6.0,6,25,95,6,1,5,3,0.1904,6013
2026,2026-03-28,Eduardo Rodriguez,593958,L,AZ,LAD,False,5.0,5,20,79,4,2,0,0,0.1268,71
2026,2026-04-03,Eduardo Rodriguez,593958,L,AZ,ATL,True,7.0,3,26,90,4,1,0,0,0.1835,267
2026,2026-04-09,Eduardo Rodriguez,593958,L,AZ,NYM,False,6.0,3,25,102,5,2,1,1,0.2037,481
2026,2026-04-15,Eduardo Rodriguez,593958,L,AZ,BAL,False,5.0,3,25,98,6,4,4,1,0.2399,642
2026,2026-04-22,Eduardo Rodriguez,593958,L,AZ,CWS,True,5.0,4,24,96,6,3,4,2,0.2471,874
2026,2026-04-29,Eduardo Rodriguez,593958,L,AZ,MIL,False,4.2,4,23,87,5,4,2,0,0.209,1086
2026,2026-05-05,Eduardo Rodriguez,593958,L,AZ,PIT,True,7.0,7,26,103,2,3,0,0,0.2358,1387
2026,2026-05-10,Eduardo Rodriguez,593958,L,AZ,NYM,True,8.1,4,31,100,4,3,1,0,0.2118,1440
2026,2026-05-16,Eduardo Rodriguez,593958,L,AZ,COL,False,5.1,6,23,91,9,0,3,0,0.2524,1688
2026,2026-05-21,Eduardo Rodriguez,593958,L,AZ,COL,True,7.0,4,24,99,4,1,0,0,0.2492,1870
2026,2026-05-26,Eduardo Rodriguez,593958,L,AZ,SF,False,6.0,6,25,94,6,2,2,1,0.2107,1993
2026,2026-06-01,Eduardo Rodriguez,593958,L,AZ,LAD,True,6.0,3,24,96,5,1,1,0,0.2023,2259
2026,2026-06-06,Eduardo Rodriguez,593958,L,AZ,WSH,True,6.1,5,25,92,6,1,4,2,0.2133,2490
2026,2026-06-12,Eduardo Rodriguez,593958,L,AZ,CIN,False,2.2,3,15,85,2,5,1,1,0.2441,2565
2024,2024-03-30,Griffin Canning,656288,R,LAA,BAL,False,5.0,2,23,96,7,1,5,1,0.223,0
2024,2024-04-05,Griffin Canning,656288,R,LAA,BOS,True,4.2,4,23,91,5,3,4,3,0.2599,277
2024,2024-04-13,Griffin Canning,656288,R,LAA,BOS,False,4.0,6,20,70,9,0,6,1,0.2673,535
2024,2024-04-18,Griffin Canning,656288,R,LAA,TB,False,5.1,4,22,84,4,1,2,0,0.2293,711
2024,2024-04-23,Griffin Canning,656288,R,LAA,BAL,True,5.0,4,22,85,5,2,3,0,0.2061,849
2024,2024-04-29,Griffin Canning,656288,R,LAA,PHI,True,5.0,1,22,86,3,5,4,0,0.2215,1088
2024,2024-05-05,Griffin Canning,656288,R,LAA,CLE,False,6.0,5,23,87,4,1,2,1,0.1986,1264
2024,2024-05-10,Griffin Canning,656288,R,LAA,KC,True,5.2,3,22,90,3,2,0,0,0.1863,1428
2024,2024-05-15,Griffin Canning,656288,R,LAA,STL,True,6.0,5,25,99,5,3,1,1,0.2284,1589
2024,2024-05-21,Griffin Canning,656288,R,LAA,HOU,False,5.0,2,21,89,5,3,2,2,0.1751,1839
2024,2024-05-28,Griffin Canning,656288,R,LAA,NYY,True,5.0,5,26,90,9,2,3,1,0.2023,2086
2024,2024-06-02,Griffin Canning,656288,R,LAA,SEA,False,6.2,4,26,93,4,1,1,1,0.2779,2177
2024,2024-06-07,Griffin Canning,656288,R,LAA,HOU,True,6.1,2,28,80,7,2,3,0,0.1805,2382
2024,2024-06-13,Griffin Canning,656288,R,LAA,AZ,False,6.0,3,24,97,4,1,4,2,0.2092,2591
2024,2024-06-18,Griffin Canning,656288,R,LAA,MIL,True,5.0,4,24,100,8,2,4,1,0.2304,2756
2024,2024-06-24,Griffin Canning,656288,R,LAA,ATH,True,7.0,5,25,97,5,1,1,1,0.2645,2957
2024,2024-06-29,Griffin Canning,656288,R,LAA,DET,True,6.0,4,28,102,6,2,4,1,0.2354,3037
2024,2024-07-05,Griffin Canning,656288,R,LAA,CHC,False,4.1,4,21,89,6,2,4,1,0.2398,3299
2024,2024-07-10,Griffin Canning,656288,R,LAA,TEX,True,4.1,3,21,78,7,2,2,1,0.2056,3448
2024,2024-07-19,Griffin Canning,656288,R,LAA,ATH,False,3.1,3,18,62,6,2,6,1,0.2606,3642
2024,2024-07-24,Griffin Canning,656288,R,LAA,SEA,False,5.0,6,21,94,4,3,1,1,0.2803,3774
2024,2024-07-30,Griffin Canning,656288,R,LAA,COL,True,6.0,6,26,97,6,2,6,1,0.2584,4013
2024,2024-08-04,Griffin Canning,656288,R,LAA,NYM,True,5.0,8,22,97,3,4,1,0,0.2151,4236
2024,2024-08-10,Griffin Canning,656288,R,LAA,WSH,False,7.0,0,25,88,8,0,4,1,0.206,4339
2024,2024-08-17,Griffin Canning,656288,R,LAA,ATL,True,4.1,3,21,94,8,1,7,2,0.2463,4551
2024,2024-08-28,Griffin Canning,656288,R,LAA,DET,False,5.0,4,22,93,5,4,3,1,0.2372,4937
2024,2024-09-04,Griffin Canning,656288,R,LAA,LAD,True,6.2,7,26,98,4,4,1,0,0.2183,5360
2024,2024-09-10,Griffin Canning,656288,R,LAA,MIN,False,5.2,4,29,105,9,3,9,3,0.2157,5428
2024,2024-09-17,Griffin Canning,656288,R,LAA,CWS,True,6.0,6,21,88,3,2,0,0,0.2393,5457
2024,2024-09-22,Griffin Canning,656288,R,LAA,HOU,False,4.1,3,22,87,6,3,4,2,0.1918,5880
2024,2024-09-28,Griffin Canning,656288,R,LAA,TEX,True,5.0,4,20,89,4,2,2,1,0.2134,5966
2025,2025-03-29,Griffin Canning,656288,R,NYM,HOU,False,5.2,4,21,87,4,2,2,1,0.2429,70
2025,2025-04-05,Griffin Canning,656288,R,NYM,TOR,True,4.0,6,19,89,4,3,1,0,0.1986,292
2025,2025-04-11,Griffin Canning,656288,R,NYM,ATH,False,5.1,3,25,86,7,3,4,1,0.1906,488
2025,2025-04-17,Griffin Canning,656288,R,NYM,STL,True,6.0,8,23,102,3,2,1,0,0.1953,717
2025,2025-04-22,Griffin Canning,656288,R,NYM,PHI,True,5.0,5,23,84,7,1,1,0,0.2163,883
2025,2025-04-28,Griffin Canning,656288,R,NYM,WSH,False,5.0,5,21,90,4,3,0,0,0.2083,1018
2025,2025-05-05,Griffin Canning,656288,R,NYM,AZ,False,5.0,6,21,82,6,1,1,1,0.1994,1324
2025,2025-05-11,Griffin Canning,656288,R,NYM,CHC,True,6.0,5,21,92,2,1,1,1,0.2069,1585
2025,2025-05-17,Griffin Canning,656288,R,NYM,NYY,False,5.1,4,24,92,7,1,2,2,0.2297,1733
2025,2025-05-23,Griffin Canning,656288,R,NYM,LAD,True,2.2,1,12,54,1,4,3,0,0.2121,1928
2025,2025-05-28,Griffin Canning,656288,R,NYM,CWS,True,3.0,3,19,80,4,4,3,0,0.2326,1995
2025,2025-06-04,Griffin Canning,656288,R,NYM,LAD,False,6.0,7,22,99,3,1,0,0,0.2131,2370
2025,2025-06-10,Griffin Canning,656288,R,NYM,WSH,True,5.1,4,23,87,7,2,4,2,0.2078,2387
2025,2025-06-15,Griffin Canning,656288,R,NYM,TB,True,4.1,2,21,89,4,5,6,0,0.2263,2607
2025,2025-06-21,Griffin Canning,656288,R,NYM,PHI,False,5.0,4,24,94,6,2,3,0,0.2036,2908
2025,2025-06-26,Griffin Canning,656288,R,NYM,ATL,True,2.2,3,9,36,1,0,0,0,0.2226,3010
2026,2026-05-03,Griffin Canning,656288,R,SD,CWS,True,5.0,7,19,73,3,3,1,1,0.2409,1262
2026,2026-05-08,Griffin Canning,656288,R,SD,STL,True,4.1,5,22,83,7,2,6,0,0.217,1424
2026,2026-05-14,Griffin Canning,656288,R,SD,MIL,False,1.2,2,14,64,5,4,6,0,0.2049,1552
2026,2026-05-19,Griffin Canning,656288,R,SD,LAD,True,5.0,5,20,72,4,1,3,1,0.2079,1842
2026,2026-05-25,Griffin Canning,656288,R,SD,PHI,True,6.2,5,24,97,3,3,3,2,0.2233,1988
2026,2026-05-31,Griffin Canning,656288,R,SD,WSH,False,5.0,3,21,77,6,2,3,2,0.2136,2303
2026,2026-06-06,Griffin Canning,656288,R,SD,NYM,True,5.0,6,19,86,3,2,1,0,0.2195,2337
2026,2026-06-12,Griffin Canning,656288,R,SD,BAL,False,5.0,6,24,93,6,5,7,2,0.2344,2662
2024,2024-04-18,Jack Leiter,683004,R,TEX,DET,False,3.2,3,22,85,8,3,7,0,0.2507,682
2024,2024-05-08,Jack Leiter,683004,R,TEX,ATH,False,4.0,3,20,60,7,0,4,2,0.2526,1358
2024,2024-05-14,Jack Leiter,683004,R,TEX,CLE,True,1.2,1,13,64,3,3,6,1,0.2033,1579
2024,2024-08-28,Jack Leiter,683004,R,TEX,CWS,False,4.0,4,21,83,6,2,2,0,0.2405,4802
2024,2024-09-02,Jack Leiter,683004,R,TEX,NYY,True,5.0,2,21,80,7,0,5,0,0.2085,5285
2024,2024-09-07,Jack Leiter,683004,R,TEX,LAA,True,5.0,6,20,86,2,2,3,1,0.2316,5181
2025,2025-03-28,Jack Leiter,683004,R,TEX,BOS,True,5.0,4,20,82,5,1,1,0,0.2536,0
2025,2025-04-02,Jack Leiter,683004,R,TEX,CIN,False,5.0,6,16,70,1,0,0,0,0.2147,177
2025,2025-04-27,Jack Leiter,683004,R,TEX,SF,False,3.1,3,16,76,2,4,2,0,0.2317,1053
2025,2025-05-02,Jack Leiter,683004,R,TEX,SEA,True,4.1,2,23,89,8,2,6,2,0.2291,1170
2025,2025-05-08,Jack Leiter,683004,R,TEX,BOS,False,5.1,3,24,90,3,4,4,0,0.2312,1475
2025,2025-05-13,Jack Leiter,683004,R,TEX,COL,True,6.0,5,22,89,2,3,1,0,0.2645,1497
2025,2025-05-18,Jack Leiter,683004,R,TEX,HOU,True,7.0,4,25,87,3,2,3,1,0.2093,1672
2025,2025-05-24,Jack Leiter,683004,R,TEX,CWS,False,5.0,3,26,94,6,5,2,1,0.2351,1833
2025,2025-05-30,Jack Leiter,683004,R,TEX,STL,True,5.2,6,22,96,3,2,0,0,0.2039,2138
2025,2025-06-05,Jack Leiter,683004,R,TEX,TB,False,5.0,6,19,80,3,1,1,1,0.2278,2256
2025,2025-06-11,Jack Leiter,683004,R,TEX,MIN,False,4.0,3,19,87,5,4,4,1,0.2181,2476
2025,2025-06-17,Jack Leiter,683004,R,TEX,KC,True,5.2,4,27,94,8,2,6,3,0.187,2652
2025,2025-06-22,Jack Leiter,683004,R,TEX,PIT,False,4.0,2,19,88,5,2,3,0,0.2351,2884
2025,2025-06-29,Jack Leiter,683004,R,TEX,SEA,True,6.0,7,26,88,7,0,1,0,0.2275,3183
2025,2025-07-06,Jack Leiter,683004,R,TEX,SD,False,3.2,5,18,85,5,2,2,0,0.1892,3287
2025,2025-07-11,Jack Leiter,683004,R,TEX,HOU,False,5.1,6,24,87,5,4,3,1,0.2072,3485
2025,2025-07-21,Jack Leiter,683004,R,TEX,ATH,True,6.0,7,27,95,4,4,2,1,0.2269,3816
2025,2025-07-27,Jack Leiter,683004,R,TEX,ATL,True,6.0,7,23,100,2,3,1,0,0.2286,3919
2025,2025-08-01,Jack Leiter,683004,R,TEX,SEA,False,4.1,7,19,92,3,3,2,0,0.2298,4235
2025,2025-08-06,Jack Leiter,683004,R,TEX,NYY,True,3.1,3,17,68,3,4,1,0,0.2284,4388
2025,2025-08-12,Jack Leiter,683004,R,TEX,AZ,True,5.0,3,22,91,4,2,1,1,0.2053,4565
2025,2025-08-18,Jack Leiter,683004,R,TEX,KC,False,3.2,5,20,81,6,3,3,2,0.1861,4584
2025,2025-08-23,Jack Leiter,683004,R,TEX,CLE,True,7.0,10,23,93,2,0,0,0,0.2219,4686
2025,2025-08-29,Jack Leiter,683004,R,TEX,ATH,False,6.0,7,24,97,5,2,2,0,0.2272,5137
2025,2025-09-03,Jack Leiter,683004,R,TEX,AZ,False,6.0,8,23,99,3,3,2,0,0.2116,5359
2025,2025-09-09,Jack Leiter,683004,R,TEX,MIL,True,4.2,4,22,89,7,2,3,0,0.2034,5565
2025,2025-09-15,Jack Leiter,683004,R,TEX,HOU,False,6.2,4,28,102,5,1,3,1,0.2123,5652
2025,2025-09-20,Jack Leiter,683004,R,TEX,MIA,True,5.2,4,26,94,8,1,4,2,0.2028,5852
2025,2025-09-26,Jack Leiter,683004,R,TEX,CLE,False,7.0,10,26,101,4,1,2,1,0.2257,5832
2026,2026-03-30,Jack Leiter,683004,R,TEX,BAL,False,6.0,8,24,92,5,1,2,1,0.2661,109
2026,2026-04-05,Jack Leiter,683004,R,TEX,CIN,True,5.0,9,20,85,4,1,1,0,0.2642,299
2026,2026-04-11,Jack Leiter,683004,R,TEX,LAD,False,3.2,4,19,93,5,4,5,2,0.2129,512
2026,2026-04-16,Jack Leiter,683004,R,TEX,ATH,False,5.2,3,27,105,7,3,3,0,0.2746,670
2026,2026-04-22,Jack Leiter,683004,R,TEX,PIT,True,5.0,5,22,84,5,2,3,0,0.2301,917
2026,2026-04-27,Jack Leiter,683004,R,TEX,NYY,True,6.0,4,26,93,8,1,4,3,0.243,1066
2026,2026-05-03,Jack Leiter,683004,R,TEX,DET,False,6.2,10,26,100,5,1,5,1,0.2133,1289
2026,2026-05-09,Jack Leiter,683004,R,TEX,CHC,True,4.2,6,23,97,4,5,0,0,0.1983,1553
2026,2026-05-15,Jack Leiter,683004,R,TEX,HOU,False,7.0,6,27,98,3,3,1,1,0.2079,1727
2026,2026-05-20,Jack Leiter,683004,R,TEX,COL,False,5.0,5,24,83,7,2,4,0,0.2482,1833
2026,2026-05-26,Jack Leiter,683004,R,TEX,HOU,True,6.0,4,26,95,4,3,4,1,0.2118,2082
2026,2026-05-31,Jack Leiter,683004,R,TEX,KC,True,5.2,10,23,101,3,2,0,0,0.2136,2158
2026,2026-06-06,Jack Leiter,683004,R,TEX,CLE,True,4.2,2,23,92,6,3,5,2,0.2067,2429
2026,2026-06-12,Jack Leiter,683004,R,TEX,BOS,False,5.0,3,25,103,8,2,5,1,0.2215,2474
2025,2025-06-12,Jacob Misiorowski,694819,R,MIL,STL,True,5.0,5,18,81,0,4,0,0,0.2039,2590
2025,2025-06-20,Jacob Misiorowski,694819,R,MIL,MIN,False,6.0,6,20,86,1,1,2,1,0.2224,2770
2025,2025-06-25,Jacob Misiorowski,694819,R,MIL,PIT,True,5.0,8,18,74,2,2,0,0,0.236,3000
2025,2025-07-02,Jacob Misiorowski,694819,R,MIL,NYM,False,3.2,2,19,72,5,3,5,2,0.208,3217
2025,2025-07-08,Jacob Misiorowski,694819,R,MIL,LAD,True,6.0,12,23,91,4,1,1,1,0.212,3548
2025,2025-07-22,Jacob Misiorowski,694819,R,MIL,SEA,False,3.2,7,14,64,3,1,0,0,0.2282,3883
2025,2025-07-28,Jacob Misiorowski,694819,R,MIL,CHC,True,4.0,7,17,80,3,2,2,0,0.2005,4049
2025,2025-08-15,Jacob Misiorowski,694819,R,MIL,CIN,False,1.1,3,11,54,4,3,5,0,0.2291,4578
2025,2025-08-20,Jacob Misiorowski,694819,R,MIL,CHC,False,4.0,5,16,78,1,3,3,0,0.203,4808
2025,2025-08-26,Jacob Misiorowski,694819,R,MIL,AZ,True,5.0,10,20,93,4,1,3,1,0.2099,5060
2025,2025-09-01,Jacob Misiorowski,694819,R,MIL,PHI,True,4.1,4,19,73,6,1,3,1,0.2117,5209
2025,2025-09-07,Jacob Misiorowski,694819,R,MIL,PIT,False,7.0,8,25,108,3,2,1,0,0.2351,5295
2025,2025-09-13,Jacob Misiorowski,694819,R,MIL,STL,True,5.0,4,23,75,7,1,4,2,0.2155,5541
2025,2025-09-19,Jacob Misiorowski,694819,R,MIL,STL,False,3.2,3,17,77,5,3,2,0,0.2163,5733
2026,2026-03-26,Jacob Misiorowski,694819,R,MIL,CWS,True,5.0,11,20,94,2,3,1,1,0.2278,0
2026,2026-04-01,Jacob Misiorowski,694819,R,MIL,TB,True,6.0,7,25,94,4,2,2,1,0.1971,208
2026,2026-04-07,Jacob Misiorowski,694819,R,MIL,BOS,False,5.1,10,22,101,2,4,3,0,0.258,376
2026,2026-04-14,Jacob Misiorowski,694819,R,MIL,TOR,True,5.1,5,21,76,5,0,2,2,0.1812,574
2026,2026-04-19,Jacob Misiorowski,694819,R,MIL,MIA,False,5.0,9,23,97,4,3,1,0,0.2076,790
2026,2026-04-25,Jacob Misiorowski,694819,R,MIL,PIT,True,6.0,9,26,91,6,1,3,0,0.2308,1031
2026,2026-05-01,Jacob Misiorowski,694819,R,MIL,WSH,False,5.1,8,18,85,0,2,0,0,0.2213,1261
2026,2026-05-08,Jacob Misiorowski,694819,R,MIL,NYY,True,6.0,11,22,95,2,2,0,0,0.2245,1443
2026,2026-05-13,Jacob Misiorowski,694819,R,MIL,SD,True,7.0,10,25,93,4,0,0,0,0.2296,1507
2026,2026-05-19,Jacob Misiorowski,694819,R,MIL,CHC,False,6.0,8,22,74,3,1,0,0,0.2061,1897
2026,2026-05-25,Jacob Misiorowski,694819,R,MIL,STL,True,7.0,12,24,96,2,1,1,0,0.2089,1972
2026,2026-05-31,Jacob Misiorowski,694819,R,MIL,HOU,False,7.0,8,25,88,3,0,0,0,0.211,2275
2026,2026-06-06,Jacob Misiorowski,694819,R,MIL,COL,False,7.0,8,29,98,4,3,0,0,0.2378,2426
2026,2026-06-12,Jacob Misiorowski,694819,R,MIL,PHI,True,9.0,15,27,95,1,0,0,0,0.2288,2526
2024,2024-03-30,Joe Ryan,657746,R,MIN,KC,False,5.1,5,20,81,3,1,1,0,0.223,0
2024,2024-04-06,Joe Ryan,657746,R,MIN,CLE,True,6.0,7,24,90,5,0,3,1,0.1662,325
2024,2024-04-13,Joe Ryan,657746,R,MIN,DET,False,6.0,12,26,96,6,1,1,1,0.2424,462
2024,2024-04-19,Joe Ryan,657746,R,MIN,DET,True,5.1,6,23,93,7,1,3,0,0.2452,726
2024,2024-04-24,Joe Ryan,657746,R,MIN,CWS,True,6.0,8,23,92,4,1,3,2,0.2515,807
2024,2024-04-29,Joe Ryan,657746,R,MIN,CWS,False,6.0,3,23,86,6,1,2,0,0.2465,998
2024,2024-05-05,Joe Ryan,657746,R,MIN,BOS,True,6.0,5,23,95,4,1,3,1,0.2604,1302
2024,2024-05-10,Joe Ryan,657746,R,MIN,TOR,False,7.0,7,27,104,6,0,1,1,0.2022,1350
2024,2024-05-16,Joe Ryan,657746,R,MIN,NYY,True,5.1,5,23,93,6,1,4,1,0.1969,1681
2024,2024-05-21,Joe Ryan,657746,R,MIN,WSH,False,7.0,6,25,95,3,2,0,0,0.2196,1726
2024,2024-05-27,Joe Ryan,657746,R,MIN,KC,True,7.0,9,25,99,4,0,1,0,0.1874,1996
2024,2024-06-01,Joe Ryan,657746,R,MIN,HOU,False,5.0,4,23,95,8,2,5,4,0.1788,2203
2024,2024-06-07,Joe Ryan,657746,R,MIN,PIT,False,7.0,8,25,92,2,2,2,1,0.2513,2384
